creator,date,title,name, 
Edna Ruckhaus (Universidad Politécnica de Madrid),2020-03-25,"Tesauro que recoge la clasificación por programas de gasto. Los créditos se ordenarán según su finalidad y los objetivos que con ellos se proponga conseguir, con arreglo a la clasificación por áreas de gasto, políticas de gasto, grupos de programas y programas.",Clasificación por programas de gasto,
