creator,date,title,name, 
Edna Ruckhaus (Universidad Politécnica de Madrid),2020-12-18,Tesauro que recoge los tipos de préstamo que puede tener un ayuntamiento como instrumento de financiación. Existen tres tipos principales que a su vez se dividen en subtipos.,Tipo de Préstamo, 
