creator,date,title,name, 
Adolfo Antón Bravo (OEG - Universidad Politécnica de Madrid),2020-03-31,Tesauro que recoge los tipos de equipo de tráfico; es decir tanto los dispositivos que permiten controlar el tráfico como los dispositivos que permiten la realización del conteo de vehículos (intensidad del tráfico) junto con la obtención del grado de ocupación de la vía.,Tipo de Equipo de Tráfico, 
