creator,date,title,name, 
Edna Ruckhaus (Universidad Politécnica de Madrid),2019-10-29,Tesauro que recoge la clasificación de las entidades (organizaciones) que pueden subscribir un convenio con el ayuntamiento, Tipo de entidad suscritora, 
