creator,date,title,name,
Edna Ruckhaus (Universidad Politécnica de Madrid),2020-03-25,"Tesauro que recoge la clasificación de las previsiones incluidas en los estados de ingresos del presupuesto de la entidad local. Se clasificarán separando las operaciones corrientes, las de capital y las financieras, de acuerdo con la estructura por capítulos, artículos, conceptos y subconceptos.",Clasificación económica del ingreso,
