creator,date,title,name, 
Adolfo Antón Bravo (OEG - Universidad Politécnica de Madrid),2020-03-31,Tesauro que recoge los tipos de incidencia; es decir los hechos ocurridos en la ciudad tales como obras o accidentes y que afectan a la circulación de vehículos.,Tipo de Incidencia, 
