creator,date,title,name, 
"Edna Ruckhaus (Universidad Politécnica de Madrid)",2020-03-25,"Tesauro de prueba que recoge la clasificación económica del gasto en Madrid. Madrid crea nuevos subconceptos que se relacionan con los concpetos definidos en la taxonomía general de la clasificación económica del gasto","Clasificación Económica de Gasto",
